open_bid,low_bid,high_bid,close_bid,volume_bid,open_ask,low_ask,high_ask,close_ask,volume_ask,avg_spread,tick_number
119.74700164794922,119.70099639892578,119.96700286865234,119.88500213623047,3780.65,119.77799987792969,119.73300170898438,119.97699737548828,119.89299774169922,3822.92,0.00978414222128172,2957
119.88500213623047,119.83499908447266,120.4280014038086,120.3219985961914,10499.8,119.89399719238281,119.84200286865234,120.43399810791016,120.322998046875,10819.04,0.00527126240907421,8036
120.3219985961914,120.3219985961914,120.50700378417969,120.43900299072266,8467.84,120.3239974975586,120.3239974975586,120.51100158691406,120.44300079345703,8295.94,0.004094825247968292,6056
120.43900299072266,120.31400299072266,120.49600219726562,120.48200225830078,13669.21,120.44200134277344,120.31900024414062,120.4990005493164,120.48600006103516,14510.29,0.003620320149255714,10682
120.48400115966797,120.0009994506836,120.74099731445312,120.19300079345703,22788.86,120.48600006103516,120.00399780273438,120.74299621582031,120.19599914550781,22940.6,0.003462666767375147,16311
120.19300079345703,119.80500030517578,120.39299774169922,120.33999633789062,18711.19,120.19499969482422,119.81500244140625,120.39700317382812,120.34500122070312,18456.61,0.0047844260791515885,12617
120.33999633789062,120.30500030517578,120.53399658203125,120.447998046875,4903.3,120.34600067138672,120.31099700927734,120.55599975585938,120.54000091552734,5052.11,0.008710583217173261,3833
120.4990005493164,120.31900024414062,120.5999984741211,120.3949966430664,8107.44,120.51899719238281,120.36699676513672,120.66200256347656,120.40299987792969,8448.47,0.01648785690881937,6584
120.3949966430664,119.98200225830078,120.5999984741211,120.59600067138672,24266.23,120.40299987792969,119.98500061035156,120.6050033569336,120.5989990234375,24265.03,0.004195242724131955,16892
120.59400177001953,120.30999755859375,120.6449966430664,120.37000274658203,15937.73,120.5999984741211,120.31600189208984,120.6520004272461,120.3740005493164,16042.11,0.0035299136597904163,11715
120.37100219726562,120.12999725341797,120.43199920654297,120.27200317382812,23209.49,120.3740005493164,120.13300323486328,120.43599700927734,120.2760009765625,24383.99,0.0033040847695767904,16013
120.27300262451172,119.375,120.28600311279297,119.58499908447266,36429.88,120.2770004272461,119.37799835205078,120.29000091552734,119.58899688720703,37217.85,0.003544563072874855,24553
119.58899688720703,119.43399810791016,119.79299926757812,119.53399658203125,23699.85,119.59100341796875,119.43900299072266,119.7959976196289,119.54000091552734,23893.49,0.004178501092166826,15375
119.53399658203125,119.25900268554688,119.67400360107422,119.4209976196289,12626.16,119.53900146484375,119.26699829101562,119.68000030517578,119.4260025024414,13988.0,0.005747338535542612,9816
119.4219970703125,119.16000366210938,119.50700378417969,119.29499816894531,18277.16,119.4260025024414,119.16200256347656,119.50900268554688,119.2969970703125,18539.59,0.003046223150019505,13168
119.29299926757812,118.65399932861328,119.29299926757812,119.16600036621094,23487.22,119.2969970703125,118.65699768066406,119.2969970703125,119.1709976196289,22982.43,0.002958309571367666,16637
119.16400146484375,118.71199798583984,119.34400177001953,119.31400299072266,28490.67,119.16799926757812,118.71900177001953,119.34600067138672,119.31800079345703,28227.52,0.003366476239199443,20145
119.31400299072266,118.60900115966797,119.39099884033203,118.70700073242188,34380.57,119.31800079345703,118.61299896240234,119.39299774169922,118.71099853515625,35388.49,0.0033806728763080387,24323
118.71099853515625,118.05000305175781,118.80599975585938,118.625,39746.15,118.71399688720703,118.05599975585938,118.81300354003906,118.62899780273438,40273.04,0.003808218217718935,28304
118.625,118.36299896240234,118.81400299072266,118.66100311279297,17672.14,118.62899780273438,118.37300109863281,118.81900024414062,118.66500091552734,17716.62,0.007179845119228917,14108
118.66200256347656,118.64099884033203,119.16699981689453,119.01599884033203,18267.9,118.66500091552734,118.6449966430664,119.1709976196289,119.0199966430664,18068.62,0.0029083123528104585,12968
119.01499938964844,118.7979965209961,119.25299835205078,119.0719985961914,17569.5,119.0199966430664,118.80599975585938,119.25700378417969,119.07499694824219,17362.27,0.0029721136767598714,12128
119.07099914550781,118.6969985961914,119.2040023803711,119.13600158691406,32167.14,119.0739974975586,118.69999694824219,119.20700073242188,119.14099884033203,32529.65,0.003593853969400676,21277
119.13800048828125,119.03099822998047,119.64800262451172,119.44599914550781,38723.08,119.14099884033203,119.03500366210938,119.65399932861328,119.44999694824219,40150.58,0.003534385587414576,24910
119.4469985961914,118.84700012207031,119.5790023803711,118.94200134277344,33960.21,119.45099639892578,118.85299682617188,119.58100128173828,118.9469985961914,34436.02,0.004446183667125594,23391
118.94400024414062,118.94400024414062,119.41200256347656,119.28199768066406,13141.04,118.9489974975586,118.9489974975586,119.41500091552734,119.28600311279297,13687.79,0.006595401527328224,10101
119.28099822998047,119.15899658203125,119.81900024414062,119.68499755859375,20164.45,119.28600311279297,119.16200256347656,119.822998046875,119.68800354003906,19915.63,0.003139940095082064,13753
119.68399810791016,119.63400268554688,119.96299743652344,119.80599975585938,16261.2,119.68699645996094,119.63800048828125,119.96600341796875,119.80999755859375,16550.53,0.003067675350898517,11116
119.80799865722656,119.67400360107422,119.88300323486328,119.80999755859375,22728.45,119.80999755859375,119.677001953125,119.88600158691406,119.81300354003906,26239.9,0.0033139835238203395,15521
119.81099700927734,119.38300323486328,119.89900207519531,119.68299865722656,32665.05,119.81300354003906,119.38700103759766,119.9010009765625,119.68699645996094,33163.61,0.0034628920504969365,20350
119.68199920654297,119.4530029296875,119.76599884033203,119.66899871826172,20603.74,119.68499755859375,119.45700073242188,119.77200317382812,119.677001953125,20672.71,0.0044668796277901835,12913
