open_bid,low_bid,high_bid,close_bid,volume_bid,open_ask,low_ask,high_ask,close_ask,volume_ask,avg_spread,tick_number
1.1604900360107422,1.159749984741211,1.1624599695205688,1.161579966545105,5859.61,1.1625100374221802,1.159980058670044,1.1626499891281128,1.1617900133132935,5481.66,0.0003805557980835126,3727
1.161579966545105,1.161579966545105,1.1638699769973755,1.1635500192642212,7602.2803,1.1618499755859375,1.1618000268936157,1.1640299558639526,1.1636799573898315,8685.14,0.00017785942700072934,5248
1.1635799407958984,1.1635600328445435,1.165910005569458,1.1648999452590942,11212.32,1.1636799573898315,1.1636799573898315,1.1659799814224243,1.165060043334961,11709.83,0.00014776062820690572,6644
1.1649099588394165,1.1643099784851074,1.1666899919509888,1.16635000705719,10994.42,1.165079951286316,1.1644400358200073,1.1668100357055664,1.1664899587631226,10578.18,0.00011756888028844493,6680
1.1663700342178345,1.1663600206375122,1.1729099750518799,1.171280026435852,19794.17,1.1664899587631226,1.166450023651123,1.1729700565338135,1.1713500022888184,19790.18,0.00010009035945966467,11730
1.1713099479675293,1.170930027961731,1.1756500005722046,1.1749800443649292,17698.77,1.1713500022888184,1.1710000038146973,1.1758099794387817,1.1750999689102173,17321.6,0.00011170754026699842,11134
1.1749800443649292,1.1747900247573853,1.1784900426864624,1.1782599687576294,6532.5,1.175089955329895,1.174880027770996,1.1789400577545166,1.1788100004196167,5500.53,0.00016379378972184136,3688
1.1779899597167969,1.1779799461364746,1.1841800212860107,1.1792900562286377,8345.87,1.178879976272583,1.1785900592803955,1.1845799684524536,1.1794899702072144,9700.6,0.00037158511626808626,5699
1.179260015487671,1.1773600578308105,1.1812200546264648,1.1808600425720215,11327.43,1.1795300245285034,1.1775000095367432,1.1813299655914307,1.1809799671173096,12076.54,0.00012387274969746876,9309
1.1808799505233765,1.1796799898147583,1.1812100410461426,1.1797699928283691,7921.07,1.1809799671173096,1.1797399520874023,1.1813199520111084,1.179900050163269,7791.1,9.659411308728649e-05,6269
1.1797900199890137,1.1767799854278564,1.1809799671173096,1.1794899702072144,15703.24,1.1798900365829468,1.1768699884414673,1.1810699701309204,1.1795899868011475,15094.01,9.979488773093809e-05,10248
1.1794699430465698,1.176110029220581,1.1799499988555908,1.17877995967865,21233.83,1.1795799732208252,1.1761900186538696,1.1800400018692017,1.1788599491119385,22759.56,9.541546073061137e-05,13673
1.178820013999939,1.174299955368042,1.179419994354248,1.1759899854660034,15462.58,1.1788899898529053,1.1743899583816528,1.179479956626892,1.176110029220581,15462.6,9.107571821351151e-05,10341
1.1760200262069702,1.1744799613952637,1.1765300035476685,1.1757099628448486,8469.67,1.1761000156402588,1.1746100187301636,1.1769100427627563,1.175819993019104,8101.62,0.00015154719684408005,5927
1.1757099628448486,1.1730200052261353,1.1760300397872925,1.1740599870681763,7544.0303,1.1758300065994263,1.1731200218200684,1.1761200428009033,1.1741600036621094,6764.77,9.747238031162925e-05,5906
1.1740599870681763,1.173840045928955,1.1768699884414673,1.1768300533294678,9206.26,1.1741600036621094,1.173930048942566,1.1769700050354004,1.1769200563430786,9319.3,8.760723438937369e-05,7277
1.1768300533294678,1.1757999658584595,1.1785199642181396,1.1771299839019775,15583.22,1.1769200563430786,1.1759300231933594,1.1786400079727173,1.1772300004959106,16711.67,9.784654127247466e-05,11362
1.177109956741333,1.1752400398254395,1.1792000532150269,1.1789000034332275,24055.02,1.1772300004959106,1.1753000020980835,1.1792900562286377,1.1789900064468384,23026.67,9.424043408227696e-05,14732
1.1789000034332275,1.178629994392395,1.1824599504470825,1.1817799806594849,22316.99,1.1789599657058716,1.1787300109863281,1.1825599670410156,1.1818699836730957,20877.81,9.270194329897359e-05,13873
1.1817799806594849,1.1811599731445312,1.1844700574874878,1.1838300228118896,8326.28,1.1818599700927734,1.1812700033187866,1.1846599578857422,1.1839100122451782,9877.2,0.00015382800222113612,5928
1.1838699579238892,1.1823099851608276,1.1839100122451782,1.1829899549484253,5766.5,1.1839499473571777,1.1823999881744385,1.1840100288391113,1.183109998703003,6026.96,9.796549206939065e-05,4741
1.1829899549484253,1.1825300455093384,1.1846400499343872,1.1836600303649902,8262.49,1.183109998703003,1.182610034942627,1.1847399473190308,1.1837400197982788,8600.78,9.569005394282989e-05,6591
1.1836600303649902,1.182070016860962,1.1867799758911133,1.1840699911117554,19028.8,1.1837300062179565,1.182129979133606,1.1868499517440796,1.1841200590133667,20543.41,9.630193938590537e-05,14174
1.1841000318527222,1.1812700033187866,1.186669945716858,1.1863700151443481,28721.22,1.1841599941253662,1.1813700199127197,1.186750054359436,1.1864500045776367,31381.04,9.757183004901062e-05,17532
1.1863600015640259,1.181839942932129,1.1872999668121338,1.1823099851608276,23770.15,1.1864800453186035,1.1819599866867065,1.1875900030136108,1.1823899745941162,22262.1,9.6300056705316e-05,13834
1.1823300123214722,1.1812100410461426,1.182979941368103,1.1818000078201294,9463.61,1.1824100017547607,1.181439995765686,1.1830699443817139,1.1819299459457397,9786.64,0.00014999433048801258,6572
1.1817899942398071,1.1807199716567993,1.183019995689392,1.1823999881744385,6854.71,1.181939959526062,1.1808300018310547,1.1831300258636475,1.182479977607727,6648.34,0.00010662984452363754,5318
1.1823999881744385,1.1821399927139282,1.1837999820709229,1.18326997756958,6655.2,1.1824699640274048,1.1822500228881836,1.183899998664856,1.183359980583191,6841.31,0.00010405907155982118,4986
1.1832900047302246,1.1796499490737915,1.183500051498413,1.1806800365447998,15642.28,1.1833900213241577,1.1797300577163696,1.1835700273513794,1.180780053138733,15161.07,0.00010715327053617088,9258
